学校名称,985,211,双一流,普通院校,院系名称,专业,招生人数,学习方式,分数线
天津大学,是,是,是,不是,法学院,法学,7,全日制,323
天津大学,是,是,是,不是,马克思主义学院,马克思主义基本原理,13,全日制,323
天津大学,是,是,是,不是,马克思主义学院,马克思主义中国化研究,15,全日制,323
天津大学,是,是,是,不是,马克思主义学院,国外马克思主义研究,6,全日制,323
天津大学,是,是,是,不是,马克思主义学院,思想政治教育,10,全日制,323
天津大学,是,是,是,不是,马克思主义学院,中国近现代史基本问题研究,9,全日制,323
天津大学,是,是,是,不是,法学院,法律（非法学）,11,全日制,323
天津大学,是,是,是,不是,专业学位教育中心,法律（非法学）,15,非全日制,323
天津大学,是,是,是,不是,法学院,法律（法学）,11,全日制,323
天津大学,是,是,是,不是,专业学位教育中心,法律（法学）,15,非全日制,323
天津大学,是,是,是,不是,教育学院,教育学,42,全日制,355
天津大学,是,是,是,不是,教育学院,心理学,12,全日制,355
天津大学,是,是,是,不是,教育学院,体育学,4,全日制,355
天津大学,是,是,是,不是,教育学院,教育管理,2,全日制,355
天津大学,是,是,是,不是,教育学院,现代教育技术,15,全日制,355
天津大学,是,是,是,不是,教育学院,职业技术教育,4,全日制,355
天津大学,是,是,是,不是,国际教育学院,国际中文教育,16,全日制,355
天津大学,是,是,是,不是,教育学院,应用心理,16,全日制,355
天津大学,是,是,是,不是,教育学院,应用心理,2,全日制,355
天津大学,是,是,是,不是,人文艺术学院,中国语言文学,13,全日制,365
天津大学,是,是,是,不是,外国语学院,外国语言文学,4,全日制,365
天津大学,是,是,是,不是,新媒体与传播学院,新闻传播学,2,全日制,365
天津大学,是,是,是,不是,专业学位教育中心,翻译,38,非全日制,365
天津大学,是,是,是,不是,外国语学院,翻译,63,全日制,365
天津大学,是,是,是,不是,新媒体与传播学院,新闻与传播,20,全日制,365
天津大学,是,是,是,不是,专业学位教育中心,新闻与传播,30,非全日制,365
天津大学,是,是,是,不是,数学学院,数学,26,全日制,305
天津大学,是,是,是,不是,理学院,物理学,22,全日制,305
天津大学,是,是,是,不是,天津纳米颗粒与纳米系统国际研究中心,物理学,1,全日制,305
天津大学,是,是,是,不是,理学院,化学,38,全日制,305
天津大学,是,是,是,不是,分子聚集态科学研究院,化学,8,全日制,305
天津大学,是,是,是,不是,天津大学福州国际联合学院,化学,21,全日制,305
天津大学,是,是,是,不是,天津纳米颗粒与纳米系统国际研究中心,化学,1,全日制,305
天津大学,是,是,是,不是,地球系统科学学院,地理学,11,全日制,305
天津大学,是,是,是,不是,海洋科学与技术学院,海洋科学,11,全日制,305
天津大学,是,是,是,不是,生命科学学院,生物学,25,全日制,305
天津大学,是,是,是,不是,环境科学与工程学院,遗传学,2,全日制,305
南开大学,是,是,是,不是,哲学院,哲学,9,全日制,355
南开大学,是,是,是,不是,经济学院,理论经济学,8,全日制,330
南开大学,是,是,是,不是,经济学院,应用经济学,45,全日制,330
南开大学,是,是,是,不是,金融学院,应用经济学,8,全日制,330
南开大学,是,是,是,不是,金融学院,金融,26,全日制,365
南开大学,是,是,是,不是,哲学院,哲学,9,全日制,355
南开大学,是,是,是,不是,经济学院,理论经济学,8,全日制,330
南开大学,是,是,是,不是,经济学院,应用经济学,45,全日制,330
南开大学,是,是,是,不是,金融学院,应用经济学,8,全日制,330
南开大学,是,是,是,不是,金融学院,金融,26,全日制,365
南开大学,是,是,是,不是,经济学院,税务,21,全日制,365
南开大学,是,是,是,不是,经济学院,国际商务,50,全日制,365
南开大学,是,是,是,不是,经济学院,数字经济,15,非全日制,323
南开大学,是,是,是,不是,法学院,法学,9,全日制,330
南开大学,是,是,是,不是,马克思主义学院,政治学,12,全日制,330
南开大学,是,是,是,不是,周恩来政府管理学院,政治学,37,全日制,330
南开大学,是,是,是,不是,社会学院,社会学,3,全日制,330
南开大学,是,是,是,不是,马克思主义学院,马克思主义理论,56,全日制,330
南开大学,是,是,是,不是,法学院,法律（非法学）,14,全日制,330
南开大学,是,是,是,不是,法学院,法律（法学）,5,全日制,330
南开大学,是,是,是,不是,社会学院,社会工作,20,全日制,330
南开大学,是,是,是,不是,汉语言文化学院,国际中文教育,11,全日制,345
南开大学,是,是,是,不是,社会学院,应用心理,49,非全日制,380
南开大学,是,是,是,不是,文学院,中国语言文学,8,全日制,355
天津医科大学,不是,是,是,不是,马克思主义学院,马克思主义理论,7,全日制,336
天津医科大学,不是,是,是,不是,基础医学院,应用心理,8,全日制,341
天津医科大学,不是,是,是,不是,基础医学院,生物学,48,全日制,274
天津医科大学,不是,是,是,不是,生物医学工程与技术学院,生物医学工程,16,全日制,260
天津医科大学,不是,是,是,不是,生物医学工程与技术学院,电子信息,13,全日制,260
天津医科大学,不是,是,是,不是,马克思主义学院,马克思主义理论,7,全日制,336
天津医科大学,不是,是,是,不是,基础医学院,应用心理,8,全日制,341
天津医科大学,不是,是,是,不是,基础医学院,生物学,48,全日制,274
天津医科大学,不是,是,是,不是,生物医学工程与技术学院,生物医学工程,16,全日制,260
天津医科大学,不是,是,是,不是,生物医学工程与技术学院,电子信息,13,全日制,260
天津医科大学,不是,是,是,不是,基础医学院,人体解剖与组织胚胎学,4,全日制,300
天津医科大学,不是,是,是,不是,基础医学院,免疫学,14,全日制,314
天津医科大学,不是,是,是,不是,基础医学院,病原生物学,6,全日制,300
天津医科大学,不是,是,是,不是,基础医学院,病理学与病理生理学,17,全日制,300
天津医科大学,不是,是,是,不是,临床医学部,内科学,72,全日制,300
天津医科大学,不是,是,是,不是,细胞生态海河实验室,内科学,10,全日制,300
天津医科大学,不是,是,是,不是,临床医学部,儿科学,4,全日制,300
天津医科大学,不是,是,是,不是,临床医学部,老年医学,5,全日制,300
天津医科大学,不是,是,是,不是,临床医学部,神经病学,24,全日制,300
天津医科大学,不是,是,是,不是,基础医学院,精神病与精神卫生学,6,全日制,300
河北工业大学,不是,是,是,不是,经济管理学院,应用经济学,29,全日制,323
河北工业大学,不是,是,是,不是,经济管理学院,金融,49,全日制,323
河北工业大学,不是,是,是,不是,理学院,应用统计,23,全日制,323
河北工业大学,不是,是,是,不是,理学院,应用统计,10,非全日制,323
河北工业大学,不是,是,是,不是,经济管理学院,应用经济学,29,全日制,323
河北工业大学,不是,是,是,不是,经济管理学院,金融,49,全日制,323
河北工业大学,不是,是,是,不是,理学院,应用统计,23,全日制,323
河北工业大学,不是,是,是,不是,理学院,应用统计,10,非全日制,323
河北工业大学,不是,是,是,不是,马克思主义学院,马克思主义理论,63,全日制,323
河北工业大学,不是,是,是,不是,人文与法律学院,法律（非法学）,19,全日制,323
河北工业大学,不是,是,是,不是,人文与法律学院,法律（法学）,19,全日制,323
河北工业大学,不是,是,是,不是,外国语学院,英语笔译,33,全日制,351
河北工业大学,不是,是,是,不是,外国语学院,日语笔译,5,全日制,351
河北工业大学,不是,是,是,不是,理学院,数学,27,全日制,274
河北工业大学,不是,是,是,不是,理学院,物理学,26,全日制,274
河北工业大学,不是,是,是,不是,化工学院,化学,44,全日制,274
河北工业大学,不是,是,是,不是,生命科学与健康工程学院,生物学,21,全日制,274
天津工业大学,不是,不是,是,不是,经济与管理学院,应用经济学,13,全日制,323
天津工业大学,不是,不是,是,不是,经济与管理学院,金融,27,全日制,323
天津工业大学,不是,不是,是,不是,法学院,法学,17,全日制,323
天津工业大学,不是,不是,是,不是,马克思主义学院,马克思主义理论,27,全日制,323
天津工业大学,不是,不是,是,不是,经济与管理学院,应用经济学,13,全日制,323
天津工业大学,不是,不是,是,不是,经济与管理学院,金融,27,全日制,323
天津工业大学,不是,不是,是,不是,法学院,法学,17,全日制,323
天津工业大学,不是,不是,是,不是,马克思主义学院,马克思主义理论,27,全日制,323
天津工业大学,不是,不是,是,不是,法学院,法律（非法学）,20,全日制,323
天津工业大学,不是,不是,是,不是,法学院,法律（法学）,24,全日制,323
天津工业大学,不是,不是,是,不是,人文学院,外国语言文学,13,全日制,351
天津工业大学,不是,不是,是,不是,人文学院,英语笔译,14,全日制,351
天津工业大学,不是,不是,是,不是,数学科学学院,数学,31,全日制,274
天津工业大学,不是,不是,是,不是,物理科学与技术学院,物理学,21,全日制,274
天津工业大学,不是,不是,是,不是,化学学院,化学,24,全日制,274
天津工业大学,不是,不是,是,不是,数学科学学院,统计学,10,全日制,274
天津工业大学,不是,不是,是,不是,机械工程学院,机械工程,24,全日制,260
天津工业大学,不是,不是,是,不是,物理科学与技术学院,光学工程,11,全日制,260
天津师范大学,不是,不是,不是,是,经济学院,金融,50,全日制,323
天津师范大学,不是,不是,不是,是,法学院,宪法学与行政法学,3,全日制,323
天津师范大学,不是,不是,不是,是,法学院,刑法学,3,全日制,323
天津师范大学,不是,不是,不是,是,经济学院,金融,50,全日制,323
天津师范大学,不是,不是,不是,是,法学院,宪法学与行政法学,3,全日制,323
天津师范大学,不是,不是,不是,是,法学院,刑法学,3,全日制,323
天津师范大学,不是,不是,不是,是,法学院,民商法学,5,全日制,323
天津师范大学,不是,不是,不是,是,法学院,诉讼法学,3,全日制,323
天津师范大学,不是,不是,不是,是,法学院,经济法学,5,全日制,323
天津师范大学,不是,不是,不是,是,政治与行政学院,政治学理论,14,全日制,323
天津师范大学,不是,不是,不是,是,政治与行政学院,中外政治制度,6,全日制,323
天津师范大学,不是,不是,不是,是,政治与行政学院,科学社会主义与国际共产主义运动,7,全日制,323
天津师范大学,不是,不是,不是,是,政治与行政学院,中共党史,13,全日制,323
天津师范大学,不是,不是,不是,是,政治与行政学院,国际政治,7,全日制,323
天津师范大学,不是,不是,不是,是,马克思主义学院,马克思主义基本原理,19,全日制,323
天津师范大学,不是,不是,不是,是,马克思主义学院,马克思主义发展史,10,全日制,323
天津师范大学,不是,不是,不是,是,马克思主义学院,马克思主义中国化研究,31,全日制,323
天津师范大学,不是,不是,不是,是,马克思主义学院,国外马克思主义研究,6,全日制,323
天津师范大学,不是,不是,不是,是,马克思主义学院,思想政治教育,16,全日制,323
天津师范大学,不是,不是,不是,是,马克思主义学院,中国近现代史基本问题研究,4,全日制,323
天津师范大学,不是,不是,不是,是,法学院,法律（非法学）,55,全日制,323
天津师范大学,不是,不是,不是,是,法学院,法律（法学）,55,全日制,323
天津师范大学,不是,不是,不是,是,政治与行政学院,社会工作,23,全日制,323
天津师范大学,不是,不是,不是,是,教育学部,教育学原理,8,全日制,341
天津师范大学,不是,不是,不是,是,教育学部,课程与教学论,11,全日制,341
天津师范大学,不是,不是,不是,是,教育学部,教育史,4,全日制,341
天津师范大学,不是,不是,不是,是,教育学部,比较教育学,5,全日制,341
天津师范大学,不是,不是,不是,是,教育学部,学前教育学,4,全日制,341
天津师范大学,不是,不是,不是,是,心理学部,基础心理学,16,全日制,341
天津师范大学,不是,不是,不是,是,心理学部,发展与教育心理学,18,全日制,341
天津师范大学,不是,不是,不是,是,心理学部,应用心理学,16,全日制,341
天津科技大学,不是,不是,不是,是,马克思主义学院,马克思主义理论,24,全日制,323
天津科技大学,不是,不是,不是,是,文法学院,国际中文教育,8,全日制,341
天津科技大学,不是,不是,不是,是,外国语学院,外国语言文学,19,全日制,351
天津科技大学,不是,不是,不是,是,理学院,化学,18,全日制,274
天津科技大学,不是,不是,不是,是,海洋与环境学院,海洋科学,40,全日制,274
天津科技大学,不是,不是,不是,是,马克思主义学院,马克思主义理论,24,全日制,323
天津科技大学,不是,不是,不是,是,文法学院,国际中文教育,8,全日制,341
天津科技大学,不是,不是,不是,是,外国语学院,外国语言文学,19,全日制,351
天津科技大学,不是,不是,不是,是,理学院,化学,18,全日制,274
天津科技大学,不是,不是,不是,是,海洋与环境学院,海洋科学,40,全日制,274
天津科技大学,不是,不是,不是,是,生物工程学院,药学,20,全日制,274
天津科技大学,不是,不是,不是,是,机械工程学院,机械工程,33,全日制,260
天津科技大学,不是,不是,不是,是,电子信息与自动化学院,仪器科学与技术,12,全日制,260
天津科技大学,不是,不是,不是,是,化工与材料学院,材料科学与工程,14,全日制,260
天津科技大学,不是,不是,不是,是,电子信息与自动化学院,控制科学与工程,13,全日制,260
天津中医药大学,不是,不是,是,不是,文化与健康传播学院,国际中文教育,7,全日制,341
天津中医药大学,不是,不是,是,不是,管理学院,应用心理,12,全日制,341
天津中医药大学,不是,不是,是,不是,中药制药工程学院,生物与医药,28,全日制,260
天津中医药大学,不是,不是,是,不是,文化与健康传播学院,国际中文教育,7,全日制,341
天津中医药大学,不是,不是,是,不是,管理学院,应用心理,12,全日制,341
天津中医药大学,不是,不是,是,不是,中药制药工程学院,生物与医药,28,全日制,260
天津中医药大学,不是,不是,是,不是,中医学院,中医基础理论,9,全日制,315
天津中医药大学,不是,不是,是,不是,中医学院,中医临床基础,6,全日制,324
天津中医药大学,不是,不是,是,不是,中医学院,中医医史文献,8,全日制,293
天津中医药大学,不是,不是,是,不是,中医学院与中医药研究院,方剂学,4,全日制,293
天津理工大学,不是,不是,不是,是,社会发展学院,社会学,10,全日制,323
天津理工大学,不是,不是,不是,是,马克思主义学院,马克思主义理论,25,全日制,323
天津理工大学,不是,不是,不是,是,社会发展学院,社会工作,24,全日制,323
天津理工大学,不是,不是,不是,是,社会发展学院,社会工作,11,非全日制,323
天津理工大学,不是,不是,不是,是,语言文化学院,国际中文教育,11,全日制,341
天津理工大学,不是,不是,不是,是,社会发展学院,社会学,10,全日制,323
天津理工大学,不是,不是,不是,是,马克思主义学院,马克思主义理论,25,全日制,323
天津理工大学,不是,不是,不是,是,社会发展学院,社会工作,24,全日制,323
天津理工大学,不是,不是,不是,是,社会发展学院,社会工作,11,非全日制,323
天津理工大学,不是,不是,不是,是,语言文化学院,国际中文教育,11,全日制,341
天津理工大学,不是,不是,不是,是,语言文化学院,外国语言文学,10,全日制,351
天津理工大学,不是,不是,不是,是,语言文化学院,英语笔译,14,全日制,386
天津理工大学,不是,不是,不是,是,理学院,数学,16,全日制,274
天津理工大学,不是,不是,不是,是,理学院,物理学,30,全日制,274
天津理工大学,不是,不是,不是,是,化学化工学院,化学,30,全日制,274
天津理工大学,不是,不是,不是,是,机械工程学院,机械工程,17,全日制,260
天津理工大学,不是,不是,不是,是,材料科学与工程学院,材料科学与工程,25,全日制,260
天津理工大学,不是,不是,不是,是,新能源材料与低碳技术研究院,材料科学与工程,13,全日制,260
天津理工大学,不是,不是,不是,是,功能晶体研究院,材料科学与工程,11,全日制,260
天津理工大学,不是,不是,不是,是,电气工程与自动化学院,电气工程,23,全日制,260
天津财经大学,不是,不是,不是,是,经济学院,理论经济学,30,全日制,323
天津财经大学,不是,不是,不是,是,统计学院,国民经济学,6,全日制,323
天津财经大学,不是,不是,不是,是,商学院,区域经济学,15,全日制,323
天津财经大学,不是,不是,不是,是,财税与公共管理学院,财政学,16,全日制,323
天津财经大学,不是,不是,不是,是,金融学院,金融学,38,全日制,323
天津财经大学,不是,不是,不是,是,经济学院,理论经济学,30,全日制,323
天津财经大学,不是,不是,不是,是,统计学院,国民经济学,6,全日制,323
天津财经大学,不是,不是,不是,是,商学院,区域经济学,15,全日制,323
天津财经大学,不是,不是,不是,是,财税与公共管理学院,财政学,16,全日制,323
天津财经大学,不是,不是,不是,是,金融学院,金融学,38,全日制,323
天津财经大学,不是,不是,不是,是,商学院,产业经济学,19,全日制,323
天津财经大学,不是,不是,不是,是,经济学院,国际贸易学,17,全日制,323
天津财经大学,不是,不是,不是,是,经济学院,劳动经济学,2,全日制,323
天津财经大学,不是,不是,不是,是,统计学院,统计学,33,全日制,323
天津财经大学,不是,不是,不是,是,统计学院,数量经济学,3,全日制,323
中国民航大学,不是,不是,不是,是,经济与管理学院,国际商务,10,全日制,323
中国民航大学,不是,不是,不是,是,法学院,法学,19,全日制,323
中国民航大学,不是,不是,不是,是,马克思主义学院,马克思主义理论,10,全日制,323
中国民航大学,不是,不是,不是,是,法学院,法律（法学）,5,全日制,323
中国民航大学,不是,不是,不是,是,外国语学院,外国语言文学,10,全日制,351
中国民航大学,不是,不是,不是,是,经济与管理学院,国际商务,10,全日制,323
中国民航大学,不是,不是,不是,是,法学院,法学,19,全日制,323
中国民航大学,不是,不是,不是,是,马克思主义学院,马克思主义理论,10,全日制,323
中国民航大学,不是,不是,不是,是,法学院,法律（法学）,5,全日制,323
中国民航大学,不是,不是,不是,是,外国语学院,外国语言文学,10,全日制,351
天津城建大学,不是,不是,不是,是,经济与管理学院,应用经济学,25,全日制,323
天津城建大学,不是,不是,不是,是,外国语学院,国际中文教育,14,全日制,341
天津城建大学,不是,不是,不是,是,材料科学与工程学院,材料科学与工程,16,全日制,260
天津城建大学,不是,不是,不是,是,控制与机械工程学院,控制科学与工程,24,全日制,260
天津城建大学,不是,不是,不是,是,经济与管理学院,应用经济学,25,全日制,323
天津城建大学,不是,不是,不是,是,外国语学院,国际中文教育,14,全日制,341
天津城建大学,不是,不是,不是,是,材料科学与工程学院,材料科学与工程,16,全日制,260
天津城建大学,不是,不是,不是,是,控制与机械工程学院,控制科学与工程,24,全日制,260
天津职业技术师范大学,不是,不是,不是,是,经济与管理学院,金融,21,全日制,323
天津职业技术师范大学,不是,不是,不是,是,职业教育学院,教育学,32,全日制,341
天津职业技术师范大学,不是,不是,不是,是,职业教育学院,心理学,11,全日制,341
天津职业技术师范大学,不是,不是,不是,是,职业教育学院,教育管理,10,全日制,341
天津职业技术师范大学,不是,不是,不是,是,职业教育学院,教育管理,4,非全日制,341
天津职业技术师范大学,不是,不是,不是,是,经济与管理学院,金融,21,全日制,323
天津职业技术师范大学,不是,不是,不是,是,职业教育学院,教育学,32,全日制,341
天津职业技术师范大学,不是,不是,不是,是,职业教育学院,心理学,11,全日制,341
天津职业技术师范大学,不是,不是,不是,是,职业教育学院,教育管理,10,全日制,341
天津职业技术师范大学,不是,不是,不是,是,职业教育学院,教育管理,4,非全日制,341
天津农学院,不是,不是,不是,是,基础科学学院,化学,20,全日制,274
天津农学院,不是,不是,不是,是,工程技术学院,农业工程,10,全日制,251
天津农学院,不是,不是,不是,是,计算机与信息工程学院,农业工程,6,全日制,251
天津农学院,不是,不是,不是,是,水利工程学院,农业工程,10,全日制,251
天津农学院,不是,不是,不是,是,食品科学与生物工程学院,食品科学与工程,3,全日制,260
天津农学院,不是,不是,不是,是,基础科学学院,化学,20,全日制,274
天津农学院,不是,不是,不是,是,工程技术学院,农业工程,10,全日制,251
天津农学院,不是,不是,不是,是,计算机与信息工程学院,农业工程,6,全日制,251
天津农学院,不是,不是,不是,是,水利工程学院,农业工程,10,全日制,251
天津农学院,不是,不是,不是,是,食品科学与生物工程学院,食品科学与工程,3,全日制,260
天津外国语大学,不是,不是,不是,是,国际商学院,理论经济学,10,全日制,323
天津外国语大学,不是,不是,不是,是,国际商学院,金融,23,全日制,323
天津外国语大学,不是,不是,不是,是,国际商学院,国际商务,14,全日制,323
天津外国语大学,不是,不是,不是,是,国际关系学院,政治学理论,3,全日制,323
天津外国语大学,不是,不是,不是,是,国际商学院,理论经济学,10,全日制,323
天津外国语大学,不是,不是,不是,是,国际商学院,金融,23,全日制,323
天津外国语大学,不是,不是,不是,是,国际商学院,国际商务,14,全日制,323
天津外国语大学,不是,不是,不是,是,国际关系学院,政治学理论,3,全日制,323
天津外国语大学,不是,不是,不是,是,国际关系学院,国际政治,4,全日制,323
天津外国语大学,不是,不是,不是,是,国际关系学院,外交学,6,全日制,323
天津外国语大学,不是,不是,不是,是,国际关系学院,法律（非法学）,9,全日制,323
天津外国语大学,不是,不是,不是,是,英语学院,学科教学（英语）,12,全日制,383
天津外国语大学,不是,不是,不是,是,国际传媒学院,现代教育技术,13,全日制,341
天津商业大学,不是,不是,不是,是,经济学院,政治经济学,7,全日制,323
天津商业大学,不是,不是,不是,是,经济学院,世界经济,1,全日制,323
天津商业大学,不是,不是,不是,是,经济学院,人口、资源与环境经济学,1,全日制,323
天津商业大学,不是,不是,不是,是,经济学院,财政学,3,全日制,323
天津商业大学,不是,不是,不是,是,经济学院,金融学,12,全日制,323
天津商业大学,不是,不是,不是,是,经济学院,政治经济学,7,全日制,323
天津商业大学,不是,不是,不是,是,经济学院,世界经济,1,全日制,323
天津商业大学,不是,不是,不是,是,经济学院,人口、资源与环境经济学,1,全日制,323
天津商业大学,不是,不是,不是,是,经济学院,财政学,3,全日制,323
天津商业大学,不是,不是,不是,是,经济学院,金融学,12,全日制,323
天津商业大学,不是,不是,不是,是,经济学院,产业经济学,7,全日制,323
天津商业大学,不是,不是,不是,是,经济学院,国际贸易学,5,全日制,323
天津商业大学,不是,不是,不是,是,经济学院,数量经济学,1,全日制,323
天津商业大学,不是,不是,不是,是,经济学院,金融,30,全日制,323
天津商业大学,不是,不是,不是,是,理学院,应用统计,23,全日制,323
天津体育学院,不是,不是,不是,是,教育与心理学院,高等教育学,5,全日制,341
天津体育学院,不是,不是,不是,是,教育与心理学院,特殊教育学,5,全日制,341
天津体育学院,不是,不是,不是,是,教育与心理学院,教育技术学,5,全日制,341
天津体育学院,不是,不是,不是,是,社会体育学院,体育人文社会学,16,全日制,304
天津中德应用技术大学,不是,不是,不是,是,智能制造学院,电子信息,19,全日制,260
天津中德应用技术大学,不是,不是,不是,是,机械工程学院,机械,18,全日制,260
天津美术学院,不是,不是,不是,是,艺术与人文学院,艺术学,29,全日制,351
天津美术学院,不是,不是,不是,是,中国画学院,美术与书法,54,全日制,351
天津美术学院,不是,不是,不是,是,实验艺术学院,美术与书法,33,全日制,351
天津美术学院,不是,不是,不是,是,影视与传媒艺术学院,美术与书法,18,全日制,351
天津美术学院,不是,不是,不是,是,造型艺术学院,美术与书法,71,全日制,351
天津音乐学院,不是,不是,不是,是,不区分院系,艺术学,22,全日制,351
天津音乐学院,不是,不是,不是,是,不区分院系,音乐,142,全日制,351
天津音乐学院,不是,不是,不是,是,不区分院系,舞蹈,8,全日制,351
天津音乐学院,不是,不是,不是,是,不区分院系,戏剧与影视,5,全日制,351
国家海洋技术中心,不是,不是,不是,不是,不区分院系,港口、海岸及近海工程,7,全日制,251
国家海洋技术中心,不是,不是,不是,不是,不区分院系,资源与环境,5,全日制,260
航天科工集团三院8358所,不是,不是,不是,不是,8358所,光学工程,8,全日制,305
航天科工集团三院8357所,不是,不是,不是,不是,不区分院系,通信与信息系统,2,全日制,305
航天科工集团三院8357所,不是,不是,不是,不是,不区分院系,导航、制导与控制,3,全日制,305
天津航海仪器研究所,不是,不是,不是,不是,科研,导航、制导与控制,4,全日制,260
中国科学院天津工业生物技术研究所,不是,不是,不是,不是,不区分院系,微生物学,1,全日制,310
中国科学院天津工业生物技术研究所,不是,不是,不是,不是,不区分院系,生物化学与分子生物学,0,全日制,310
中国科学院天津工业生物技术研究所,不是,不是,不是,不是,不区分院系,生物化工,0,全日制,310
中国科学院天津工业生物技术研究所,不是,不是,不是,不是,不区分院系,材料与化工,0,全日制,310
中国科学院天津工业生物技术研究所,不是,不是,不是,不是,不区分院系,生物与医药,1,全日制,310
核工业理化工程研究院,不是,不是,不是,不是,不区分院系,核燃料循环与材料,11,全日制,251
山西大学,不是,不是,是,不是,哲学学院,马克思主义哲学,18,全日制,331
山西大学,不是,不是,是,不是,哲学学院,中国哲学,8,全日制,321
山西大学,不是,不是,是,不是,哲学学院,外国哲学,24,全日制,338
山西大学,不是,不是,是,不是,哲学学院,逻辑学,4,全日制,321
山西大学,不是,不是,是,不是,哲学学院,伦理学,6,全日制,321
山西大学,不是,不是,是,不是,哲学学院,马克思主义哲学,18,全日制,331
山西大学,不是,不是,是,不是,哲学学院,中国哲学,8,全日制,321
山西大学,不是,不是,是,不是,哲学学院,外国哲学,24,全日制,338
山西大学,不是,不是,是,不是,哲学学院,逻辑学,4,全日制,321
山西大学,不是,不是,是,不是,哲学学院,伦理学,6,全日制,321
山西大学,不是,不是,是,不是,哲学学院,宗教学,3,全日制,321
山西大学,不是,不是,是,不是,科学技术哲学研究中心,科学技术哲学,32,全日制,321
山西大学,不是,不是,是,不是,哲学学院,应用伦理,10,非全日制,321
山西大学,不是,不是,是,不是,经济与管理学院,理论经济学,30,全日制,323
山西大学,不是,不是,是,不是,数学与统计学院,应用统计,45,全日制,323
山西大学,不是,不是,是,不是,经济与管理学院,数字经济,30,全日制,323
山西大学,不是,不是,是,不是,法学院,法学理论,7,全日制,323
山西大学,不是,不是,是,不是,法学院,宪法学与行政法学,2,全日制,323
山西大学,不是,不是,是,不是,法学院,刑法学,11,全日制,323
山西大学,不是,不是,是,不是,法学院,民商法学,16,全日制,323
山西大学,不是,不是,是,不是,法学院,经济法学,9,全日制,330
山西大学,不是,不是,是,不是,政治与公共管理学院,政治学,52,全日制,323
山西大学,不是,不是,是,不是,马克思主义学院,马克思主义理论,50,全日制,338
山西大学,不是,不是,是,不是,法学院,法律（非法学）,52,全日制,327
山西大学,不是,不是,是,不是,法学院,法律（非法学）,13,非全日制,327
山西大学,不是,不是,是,不是,法学院,法律（法学）,52,全日制,323
山西大学,不是,不是,是,不是,法学院,法律（法学）,13,非全日制,323
山西大学,不是,不是,是,不是,政治与公共管理学院,社会工作,25,全日制,332
山西大学,不是,不是,是,不是,教育科学学院,教育学原理,11,全日制,341
山西大学,不是,不是,是,不是,教育科学学院,课程与教学论,5,全日制,341
山西大学,不是,不是,是,不是,教育科学学院,教育史,3,全日制,341
山西大学,不是,不是,是,不是,教育科学学院,高等教育学,8,全日制,341
山西大学,不是,不是,是,不是,继续教育学院,成人教育学,5,全日制,341
山西大学,不是,不是,是,不是,继续教育学院,职业技术教育学,5,全日制,341
山西大学,不是,不是,是,不是,体育学院,体育人文社会学,12,全日制,304
山西大学,不是,不是,是,不是,体育学院,运动人体科学,12,全日制,304
山西大学,不是,不是,是,不是,体育学院,体育教育训练学,16,全日制,304
山西大学,不是,不是,是,不是,体育学院,民族传统体育学,6,全日制,304
山西大学,不是,不是,是,不是,教育科学学院,教育管理,12,全日制,341
山西大学,不是,不是,是,不是,教育科学学院,小学教育,38,全日制,341
山西大学,不是,不是,是,不是,教育科学学院,小学教育,38,非全日制,341
山西大学,不是,不是,是,不是,教育科学学院,小学教育,1,非全日制,341
太原理工大学,不是,是,是,不是,数学学院,应用统计,12,全日制,330
太原理工大学,不是,是,是,不是,马克思主义学院,马克思主义理论,36,全日制,323
太原理工大学,不是,是,是,不是,体育与健康工程学院,体育学,6,全日制,315
太原理工大学,不是,是,是,不是,体育与健康工程学院,体育教学,11,全日制,305
太原理工大学,不是,是,是,不是,体育与健康工程学院,运动训练,8,全日制,305
太原理工大学,不是,是,是,不是,数学学院,应用统计,12,全日制,330
太原理工大学,不是,是,是,不是,马克思主义学院,马克思主义理论,36,全日制,323
太原理工大学,不是,是,是,不是,体育与健康工程学院,体育学,6,全日制,315
太原理工大学,不是,是,是,不是,体育与健康工程学院,体育教学,11,全日制,305
太原理工大学,不是,是,是,不是,体育与健康工程学院,运动训练,8,全日制,305
太原理工大学,不是,是,是,不是,体育与健康工程学院,社会体育指导,2,全日制,305
太原理工大学,不是,是,是,不是,文法与外语学院,外国语言文学,10,全日制,351
太原理工大学,不是,是,是,不是,文法与外语学院,英语笔译,21,全日制,355
太原理工大学,不是,是,是,不是,文法与外语学院,日语笔译,1,全日制,355
太原理工大学,不是,是,是,不是,数学学院,数学,48,全日制,275
太原理工大学,不是,是,是,不是,物理与光电工程学院、新型传感器与智能控制教育部重点实验室,物理学,28,全日制,300
太原理工大学,不是,是,是,不是,化学与化工学院、省部共建煤基能源清洁高效利用国家重点实验室,化学,50,全日制,280
太原理工大学,不是,是,是,不是,航空航天学院,力学,47,全日制,251
太原理工大学,不是,是,是,不是,矿业工程学院、原位改性采矿教育部重点实验室,力学,4,全日制,251
太原理工大学,不是,是,是,不是,机械工程学院,机械工程,40,全日制,260
太原理工大学,不是,是,是,不是,物理与光电工程学院、新型传感器与智能控制教育部重点实验室,光学工程,28,全日制,260
